Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3,,timestamp,baro_altitude,imu_accZ
0.88,0.049537898,-0.165432623,69.96062512,0.486234664,-1.612476377,97.32336569,0.985286559,0.040234482,0.005597428,0.16598508,0.297793889,-0.008908594,1.746130899,55.43296649,-5.700801201,90,0,3.336822541,-10.99661487,135.2915893,0.208017465,-0.541558243,6.286755365,,880,69.96062512,145.1015893
0.89,0.054568937,-0.182114235,70.940626,0.520331446,-1.724792889,98.6772275,0.983711483,0.041764034,0.005430287,0.174725433,0.299613953,-0.014462066,1.809594889,55.43296633,-5.700801119,90,0,3.482611148,-11.469533,135.479803,0.154344328,-0.568458607,6.40657682,,890,70.940626,145.289803
0.9,0.059948395,-0.199943381,71.93417453,0.555893528,-1.841860652,100.0329527,0.981997018,0.043304162,0.005222741,0.183764645,0.300882504,-0.020273956,1.874251501,55.43296618,-5.700801036,90,0,3.63010923,-11.94815041,135.6645451,0.097314372,-0.593334972,6.52573401,,900,71.93417453,145.4745451
0.91,0.065691043,-0.218967779,72.94128941,0.592936766,-1.963738785,101.3905048,0.98013375,0.044852235,0.004972311,0.193106211,0.301563481,-0.026321455,1.940095278,55.43296602,-5.700800954,90,0,3.779097139,-12.43180141,135.8454966,0.036986213,-0.61587501,6.644043759,,910,72.94128941,145.6554966
0.92,0.071811676,-0.239235235,73.96198926,0.631476651,-2.090484681,102.7498479,0.978112166,0.046405575,0.004676538,0.202753551,0.301621309,-0.032581209,2.007120624,55.43296584,-5.700800856,90,0,3.929356648,-12.91982373,136.0224638,-0.02657214,-0.635759611,6.76136038,,920,73.96198926,145.8324638
0.93,0.078325304,-0.260794507,74.99629179,0.671524738,-2.222137225,104.1109545,0.975921657,0.047960999,0.004333139,0.212709328,0.301025648,-0.039023978,2.07532041,55.43296564,-5.700800752,90,0,4.080684825,-13.41159153,136.1966033,-0.093191564,-0.652596643,6.877941568,,930,74.99629179,146.0066033
0.94,0.085247075,-0.283694934,76.04421416,0.71309018,-2.358724024,105.4738018,0.973550947,0.049515015,0.003939941,0.222975738,0.299749344,-0.045616941,2.144686577,55.43296544,-5.700800646,90,0,4.232887943,-13.90650082,136.3698913,-0.16264141,-0.665949511,6.994289854,,940,76.04421416,146.1798913
0.95,0.092592165,-0.30798597,77.10577351,0.756180532,-2.500269545,106.8383695,0.970988513,0.051064054,0.003494795,0.233554786,0.297765826,-0.052324474,2.2152116,55.43296522,-5.700800525,90,0,4.385722884,-14.40380889,136.543148,-0.23470716,-0.675379886,7.110554591,,950,77.10577351,146.353148
0.96,0.100375831,-0.333717353,78.18098699,0.800799323,-2.64679058,108.2046433,0.968222226,0.052604354,0.002995608,0.244447989,0.295049911,-0.059103875,2.286889358,55.43296499,-5.700800404,90,0,4.538818908,-14.90241467,136.714185,-0.309218123,-0.680446598,7.225966083,,960,78.18098699,146.524185
0.97,0.108613341,-0.360938869,79.26987174,0.846949148,-2.79830175,109.5726106,0.9652398,0.0541321,0.002440309,0.255656735,0.291576992,-0.065910886,2.359713663,55.43296474,-5.700800272,90,0,4.691797744,-15.40119958,136.8806986,-0.385996476,-0.680710165,7.339678315,,970,79.26987174,146.6906986
0.98,0.117319963,-0.389700363,80.3724447,0.8946284,-2.954804011,110.9422662,0.96202815,0.055643165,0.001827055,0.267181675,0.287327631,-0.07269505,2.433674096,55.43296448,-5.700800133,90,0,4.844464365,-15.89961226,137.0456057,-0.464661766,-0.675761891,7.451847472,,980,80.3724447,146.8556057
0.99,0.126510966,-0.42005172,81.48872265,0.943832319,-3.116288073,112.3136113,0.958573585,0.057133186,0.001154165,0.279022902,0.282286266,-0.079401259,2.508757069,55.43296422,-5.700799992,90,0,4.996761019,-16.39752628,137.2157345,-0.544681658,-0.66521615,7.563380833,,990,81.48872265,147.0257345
1,0.136201575,-0.452042718,82.61872225,0.994553805,-3.282737746,113.6866272,0.954862191,0.058597723,0.000420043,0.291180261,0.276439674,-0.0859727,2.584950407,55.43296392,-5.700799832,90,0,5.148376053,-16.89401599,137.3916965,-0.625538071,-0.648686118,7.674803812,,1000,82.61872225,147.2016965
1.01,0.146406875,-0.485722772,83.76245964,1.046778417,-3.454115307,115.0612316,0.950879367,0.060032098,-0.000376655,0.303652835,0.269781901,-0.092347388,2.662246746,55.43296362,-5.700799673,90,0,5.298165537,-17.38553647,137.5536831,-0.706770944,-0.625779284,7.785347403,,1010,83.76245964,147.3636831
1.02,0.15714191,-0.521141192,84.91995087,1.100490099,-3.630378345,116.437334,0.94661033,0.061431575,-0.001237204,0.316439497,0.262308943,-0.098462018,2.740639393,55.4329633,-5.700799501,90,0,5.444897488,-17.86827003,137.6797951,-0.78792294,-0.596106756,7.894023971,,1020,84.91995087,147.4897951
1.03,0.168421437,-0.55834654,86.09121147,1.155670162,-3.811477658,117.8149312,0.942039421,0.062791151,-0.002162489,0.329538033,0.254026394,-0.10424768,2.820115644,55.43296295,-5.700799317,90,0,5.588929901,-18.34348891,137.7885261,-0.86835796,-0.559374486,8.000694639,,1030,86.09121147,147.5985261
1.04,0.180259956,-0.597386698,87.27625651,1.212297489,-3.997357795,119.1941009,0.937150176,0.064105572,-0.003153033,0.342945228,0.244948681,-0.109630309,2.900657268,55.43296261,-5.700799134,90,0,5.732083424,-18.81714769,137.9355283,-0.947275458,-0.515375674,8.106001318,,1040,87.27625651,147.7455283
1.05,0.192671944,-0.638309497,88.47510132,1.270351351,-4.187964646,120.5749415,0.931926072,0.065369572,-0.004209325,0.356657777,0.235091131,-0.114535604,2.982246168,55.43296224,-5.700798936,90,0,5.876128895,-19.295041,138.1751822,-1.023868079,-0.463910804,8.210593426,,1050,88.47510132,147.9851822
1.06,0.205671673,-0.681162271,89.68776713,1.329821224,-4.383277725,121.957932,0.926349933,0.066577769,-0.0053314,0.370671264,0.224481324,-0.118888274,3.064871567,55.43296185,-5.700798725,90,0,6.02061116,-19.77582684,138.5051781,-1.097313744,-0.404866549,8.31466009,,1060,89.68776713,148.3151781
1.07,0.219273215,-0.725991872,90.91428081,1.390706367,-4.583308782,123.3439158,0.920403964,0.067724667,-0.006518853,0.384980201,0.213158591,-0.122612085,3.148529701,55.43296145,-5.700798514,90,0,6.162940647,-20.25132016,138.8688491,-1.166776262,-0.338212225,8.417949073,,1070,90.91428081,148.6788491
1.08,0.233490623,-0.772845103,92.15466975,1.453005001,-4.788066487,124.7337218,0.914070312,0.068804764,-0.00777124,0.399579003,0.201163297,-0.125630827,3.233216853,55.43296103,-5.700798288,90,0,6.30051486,-20.71329586,139.2092285,-1.231415418,-0.2639272,8.52019414,,1080,92.15466975,149.0192285
1.09,0.248337628,-0.821768077,93.4089679,1.516682517,-4.997458916,126.1275046,0.907330438,0.069812499,-0.009087582,0.414460797,0.188548815,-0.127869795,3.318923831,55.43296058,-5.700798048,90,0,6.432408861,-21.15893837,139.512751,-1.290311641,-0.182145419,8.62121565,,1090,93.4089679,149.322751
1.1,0.263827646,-0.87280621,94.67721578,1.581671487,-5.211293602,127.5247444,0.900165113,0.070742256,-0.010466365,0.429617422,0.175381513,-0.129255786,3.405635977,55.43296013,-5.700797807,90,0,6.559374312,-21.59083859,139.809228,-1.34246605,-0.093155309,8.720920506,,1100,94.67721578,149.619228
1.11,0.279974036,-0.926004773,95.95945394,1.647903605,-5.429375478,128.9249119,0.89255506,0.071588418,-0.011906025,0.445040597,0.161728907,-0.129715946,3.493338467,55.43295965,-5.700797551,90,0,6.682201558,-22.01171277,140.1295005,-1.386876651,0.002740412,8.819226633,,1110,95.95945394,149.9395005
1.12,0.296789158,-0.981406132,97.25571693,1.71532415,-5.651553157,130.3279653,0.884480483,0.072345469,-0.013404397,0.46072042,0.14767297,-0.129184471,3.582018299,55.43295914,-5.700797278,90,0,6.80083483,-22.42156426,140.4832355,-1.422549623,0.105051182,8.916231954,,1120,97.25571693,150.2932355
1.13,0.314284326,-1.039049624,98.56603303,1.783892546,-5.877720758,131.7343704,0.875921044,0.073007997,-0.014958683,0.476645301,0.133310737,-0.127602901,3.671664373,55.43295863,-5.700797005,90,0,6.914336957,-22.81757036,140.8580426,-1.448499665,0.213090759,9.012221895,,1130,98.56603303,150.6680426
1.14,0.332470785,-1.098974382,99.89043048,1.853568166,-6.107772351,133.1446053,0.866856366,0.073570603,-0.016566034,0.492803513,0.118740413,-0.12491358,3.762265676,55.43295809,-5.700796717,90,0,7.021731983,-23.19678275,141.2405909,-1.463744783,0.326156657,9.107475717,,1140,99.89043048,151.0505909
1.15,0.351359121,-1.16121782,101.2289439,1.92429123,-6.341543703,134.5588344,0.857265638,0.074028125,-0.018222994,0.509181686,0.104072743,-0.121071286,3.853811155,55.43295752,-5.700796411,90,0,7.122108747,-23.55642775,141.619976,-1.467381039,0.443356228,9.201872496,,1150,101.2289439,151.429976
1.16,0.370959208,-1.225815488,102.5816148,1.995981162,-6.578807268,135.9768817,0.847127577,0.074375654,-0.01992545,0.525764672,0.089432085,-0.116044292,3.946289718,55.43295695,-5.700796106,90,0,7.214626449,-23.89392126,141.9879284,-1.458589238,0.563590344,9.294856783,,1160,102.5816148,151.7979284
1.17,0.391280841,-1.292802721,103.948485,2.068556281,-6.819332225,137.3985578,0.836420875,0.074608309,-0.021669236,0.542537162,0.074943795,-0.109802185,4.039690162,55.43295635,-5.700795784,90,0,7.298472644,-24.20677271,142.3368324,-1.436559786,0.685742132,9.385870004,,1170,103.948485,152.1468324
1.18,0.412332562,-1.362211305,105.3295927,2.141933179,-7.06288486,138.8237763,0.825124075,0.074721639,-0.023449571,0.559481789,0.060742337,-0.102333017,4.133998048,55.43295571,-5.700795442,90,0,7.373556377,-24.49493231,142.6742378,-1.400638296,0.808480249,9.474896787,,1180,105.3295927,152.4842378
1.19,0.434121492,-1.434069009,106.7249725,2.21602649,-7.309228186,140.2525673,0.813215561,0.074711679,-0.025260977,0.576578859,0.046972482,-0.093645738,4.229195283,55.43295507,-5.700795101,90,0,7.44060328,-24.76111283,143.0248584,-1.350346051,0.930230612,9.562536554,,1190,106.7249725,152.8348584
1.2,0.456654663,-1.508403349,108.1346585,2.290750743,-7.558125085,141.6849686,0.800673707,0.074574497,-0.027097934,0.593808521,0.033779589,-0.083750733,4.325263658,55.43295441,-5.700794748,90,0,7.500367688,-25.00812405,143.41399,-1.285217324,1.049404384,9.649416522,,1200,108.1346585,153.22399
1.21,0.479938141,-1.585239202,109.5586873,2.36602043,-7.809341347,143.121108,0.787476959,0.074306671,-0.02895448,0.611149123,0.021311048,-0.072678511,4.422190363,55.4329537,-5.70079437,90,0,7.55260561,-25.23539361,143.8445577,-1.20501828,1.164301803,9.735817556,,1210,109.5586873,153.6545577
1.22,0.503976449,-1.664597226,110.9970983,2.441749986,-8.062647414,144.5612571,0.77360387,0.07390559,-0.030823947,0.628576117,0.009717505,-0.060491802,4.519971228,55.43295299,-5.700793991,90,0,7.595475154,-25.43693573,144.2836797,-1.109886246,1.273045559,9.821466161,,1220,110.9970983,154.0936797
1.23,0.528773968,-1.746497689,112.4499317,2.517853801,-8.317814021,146.0057,0.759033007,0.07336872,-0.032699603,0.646064691,-0.000850126,-0.047256295,4.61860284,55.43295227,-5.700793606,90,0,7.626995098,-25.60629273,144.6953486,-0.999992831,1.373742258,9.906039294,,1230,112.4499317,154.5053486
1.24,0.554334222,-1.830958533,113.9172283,2.594236305,-8.574580669,147.4545604,0.743743222,0.072694036,-0.034574467,0.663588485,-0.010245858,-0.033054726,4.718078046,55.43295149,-5.700793189,90,0,7.646199129,-25.74047059,145.0654019,-0.875736378,1.464466012,9.989273519,,1240,113.9172283,154.8754019
1.25,0.580658774,-1.917992361,115.3990313,2.670779087,-8.832615211,148.9075951,0.727714016,0.071880674,-0.036440991,0.681117592,-0.018335017,-0.018008924,4.818381102,55.43295071,-5.700792773,90,0,7.65444925,-25.84442133,145.4297923,-0.738035398,1.543216377,10.07104214,,1250,115.3990313,155.2397923
1.26,0.607748912,-2.007611027,116.895384,2.747360544,-9.091575496,150.3645093,0.710924981,0.070927933,-0.038291547,0.698621612,-0.02498451,-0.002246182,4.919495064,55.43294992,-5.700792355,90,0,7.653432491,-25.92420624,145.8314678,-0.587881081,1.607982513,10.15123759,,1260,116.895384,155.6414678
1.27,0.635605187,-2.099824339,118.4063286,2.823863639,-9.351135886,151.8251321,0.693356157,0.069835543,-0.040118426,0.716068933,-0.030070302,0.014094527,5.021403669,55.43294907,-5.7007919,90,0,7.64391413,-25.98266762,146.2921933,-0.426455513,1.656810619,10.22983613,,1270,118.4063286,156.1021933
1.28,0.664225681,-2.194635225,119.9319034,2.900186645,-9.61102613,153.2897075,0.674989085,0.068604664,-0.041913648,0.733423901,-0.033498743,0.030835052,5.124092947,55.43294821,-5.700791446,90,0,7.623567219,-26.01184895,146.7626686,-0.255581175,1.68793827,10.30709528,,1280,119.9319034,156.5726686
1.29,0.693607956,-2.292045174,121.472146,2.976231041,-9.870987581,154.7585663,0.655805616,0.067236759,-0.043669175,0.750650012,-0.035182551,0.047789033,5.227549405,55.43294736,-5.700790992,90,0,7.589417099,-26.00153176,147.1787081,-0.077214688,1.699643126,10.3833315,,1290,121.472146,156.9887081
1.3,0.723749068,-2.392054267,123.0270932,3.051887845,-10.13072538,156.2318052,0.635788058,0.065733615,-0.045376995,0.767709897,-0.035044616,0.064763965,5.331759185,55.43294644,-5.700790503,90,0,7.53908085,-25.94350152,147.4884089,0.10655978,1.690305583,10.45867711,,1300,123.0270932,157.2984089
1.31,0.754643531,-2.494655582,124.5967796,3.126996035,-10.38976457,157.7083573,0.614920982,0.064098616,-0.047029223,0.784561872,-0.033058436,0.081536769,5.436706604,55.43294551,-5.700790011,90,0,7.473118528,-25.83951025,147.7009572,0.293023715,1.658816991,10.53234861,,1310,124.5967796,157.5109572
1.32,0.786285078,-2.599840022,126.1812391,3.201378444,-10.6475743,159.1867941,0.593189656,0.062335645,-0.048618012,0.801162921,-0.029213209,0.097874881,5.542375415,55.43294459,-5.700789519,90,0,7.393003356,-25.69440245,147.8444937,0.479261774,1.604227244,10.60327836,,1320,126.1812391,157.6544937
1.33,0.818667009,-2.707597209,127.7805016,3.274866715,-10.90365477,160.6658747,0.57057977,0.060448758,-0.050135591,0.817469534,-0.023505876,0.113545109,5.648747615,55.43294361,-5.700789004,90,0,7.3003031,-25.51342191,147.9496687,0.662313206,1.525686163,10.67071936,,1330,127.7805016,157.7596687
1.34,0.85177943,-2.817907191,129.3945671,3.347358407,-11.15773828,162.1457614,0.547080134,0.058443309,-0.051574736,0.833434542,-0.015991247,0.128309575,5.755792074,55.43294263,-5.700788482,90,0,7.197289799,-25.30478905,148.0658376,0.838878163,1.423090473,10.73632226,,1340,129.3945671,157.8758376
1.35,0.885611088,-2.930746136,131.0234303,3.41877535,-11.40963771,163.6270862,0.522681386,0.056325425,-0.052928621,0.849008623,-0.006759108,0.141929732,5.863481251,55.43294161,-5.700787942,90,0,7.085429541,-25.07386592,148.2225418,1.005487918,1.296802336,10.80185348,,1350,131.0234303,158.0325418
1.36,0.920150974,-3.046091538,132.6671119,3.489022158,-11.65909017,165.1099686,0.497375491,0.054101821,-0.054190889,0.864140876,0.004072841,0.154171725,5.971816772,55.43294057,-5.700787395,90,0,6.962759166,-24.8131919,148.3630826,1.15862549,1.147588977,10.86609211,,1360,132.6671119,158.1730826
1.37,0.955387166,-3.163918406,134.3256318,3.557996223,-11.90581114,166.5943163,0.471156436,0.051779765,-0.055355662,0.878778581,0.016355475,0.164811979,6.080789428,55.43293951,-5.700786836,90,0,6.82920738,-24.52236002,148.4776052,1.294769321,0.976695379,10.92787593,,1370,134.3256318,158.2876052
1.38,0.991306324,-3.284197705,135.9990019,3.625590306,-12.14950855,168.0798841,0.444020882,0.049367181,-0.056417661,0.892866747,0.029900582,0.173641932,6.190367459,55.43293842,-5.700786265,90,0,6.687759165,-24.21230998,148.6312913,1.410420074,0.785973059,10.98695438,,1380,135.9990019,158.4412913
1.39,1.02789408,-3.406897641,137.6872329,3.691705769,-12.38991352,169.56647,0.415968205,0.046872539,-0.057372356,0.906348451,0.04448484,0.18047681,6.300522307,55.43293732,-5.700785688,90,0,6.535730666,-23.87215797,148.7372722,1.502264534,0.577890828,11.04342258,,1390,137.6872329,158.5472722
1.4,1.065135178,-3.531983941,139.3903323,3.756240229,-12.62673377,171.0535996,0.387000159,0.044304722,-0.058215877,0.919165188,0.059856769,0.185154827,6.411229038,55.43293619,-5.700785094,90,0,6.368283848,-23.48260282,148.6486907,1.567195345,0.355428301,11.09752069,,1400,139.3903323,158.4586907
1.41,1.103013036,-3.659418303,141.1082963,3.819047522,-12.85949902,172.5393893,0.357121934,0.041673038,-0.058945285,0.931256461,0.075731846,0.187552181,6.522464781,55.43293505,-5.700784494,90,0,6.18833602,-23.05353803,148.415058,1.602501912,0.122201731,11.1493197,,1410,141.1082963,158.225058
1.42,1.141510016,-3.78915913,142.8411097,3.880005193,-13.08782185,174.0223842,0.326341624,0.038987034,-0.059558415,0.942560336,0.091803888,0.187579829,6.634205418,55.43293388,-5.700783881,90,0,6.000767292,-22.60271308,148.1422342,1.605895562,-0.117701029,11.19859507,,1420,142.8411097,157.9522342
1.43,1.180607138,-3.921160577,144.5887413,3.939063066,-13.31158181,175.5027868,0.294671167,0.036256495,-0.060054122,0.953013141,0.107742279,0.185196657,6.746423218,55.43293269,-5.700783263,90,0,5.809855874,-22.14652605,147.9338315,1.57570665,-0.359612169,11.2446447,,1430,144.5887413,157.7438315
1.44,1.220285148,-4.055376316,146.3511642,3.996187674,-13.53071861,176.9811027,0.262125504,0.03349122,-0.060432035,0.962550187,0.123207408,0.180402133,6.859090472,55.43293148,-5.700782632,90,0,5.617044756,-21.68992728,147.809321,1.510841029,-0.598555304,11.28763224,,1440,146.3511642,157.619321
1.45,1.260524597,-4.191760044,148.1283616,4.051359414,-13.74522024,178.4580095,0.22872404,0.030700986,-0.060692922,0.971105355,0.137849178,0.173256902,6.972180285,55.43293025,-5.700781994,90,0,5.419044245,-21.21853623,147.6445047,1.411085798,-0.829136833,11.32927833,,1450,148.1283616,157.4545047
1.46,1.301305758,-4.33026484,149.9203174,4.104541759,-13.95499627,179.9334433,0.194489724,0.027895381,-0.060838354,0.978611755,0.151321543,0.163868405,7.085667933,55.432929,-5.700781346,90,0,5.214964836,-20.72754718,147.3842671,1.276955654,-1.04584244,11.36929555,,1460,149.9203174,157.1942671
1.47,1.342608509,-4.470842809,151.7270151,4.155671358,-14.15983365,181.4062119,0.159450289,0.025083696,-0.060870962,0.985001524,0.163286659,0.152406765,7.199531556,55.43292774,-5.700780692,90,0,5.008225985,-20.22941367,147.09866,1.109953361,-1.243040808,11.40421696,,1470,151.7270151,156.90866
1.48,1.38441234,-4.613444765,153.5484299,4.204717005,-14.35963755,182.8758035,0.123637545,0.022274791,-0.06079417,0.990206414,0.173427556,0.139091693,7.313737313,55.43292646,-5.700780028,90,0,4.801314174,-19.7329657,146.8320921,0.912469856,-1.415207688,11.43399536,,1480,153.5484299,156.6420921
1.49,1.426696277,-4.758019956,155.3845274,4.251692932,-14.5544826,184.3427209,0.087088314,0.019476967,-0.060612357,0.994157775,0.181455267,0.124203061,7.428235997,55.43292516,-5.700779357,90,0,4.595006188,-19.2403203,146.581014,0.687989917,-1.556989153,11.46330416,,1490,155.3845274,156.391014
1.5,1.469439589,-4.904518671,157.2352787,4.296614584,-14.74443638,185.8072179,0.049843975,0.016697838,-0.060330606,0.996787075,0.187121246,0.108067046,7.543001953,55.43292384,-5.700778679,90,0,4.389928103,-18.75254375,146.3308117,0.440877215,-1.66351976,11.49239883,,1500,157.2352787,156.1408117
1.51,1.51262187,-5.052892555,159.1006619,4.339495838,-14.92954685,187.2691856,0.011951001,0.013944228,-0.059954759,0.998025985,0.190224056,0.091060143,7.658036774,55.4329225,-5.700777994,90,0,4.186718445,-18.27027363,146.0601519,0.176461866,-1.730521013,11.51626962,,1510,159.1006619,155.8701519
1.52,1.556222931,-5.203093913,160.9806534,4.380365504,-15.10990912,188.7286579,-0.026539006,0.011222026,-0.059491188,0.997806876,0.190622395,0.073593981,7.773313063,55.43292115,-5.700777302,90,0,3.987226723,-17.80017036,145.8016439,-0.099078095,-1.754541968,11.53518383,,1520,160.9806534,155.6116439
1.53,1.600222805,-5.355075733,162.8752281,4.419267992,-15.28566763,190.1858234,-0.065569238,0.008536154,-0.058946772,0.996062902,0.188237406,0.056113837,7.888774302,55.43291978,-5.700776604,90,0,3.794309293,-17.35393279,145.6332398,-0.378730728,-1.733004205,11.55471387,,1530,162.8752281,155.4432398
1.54,1.64460207,-5.508792679,164.784362,4.456254248,-15.45697472,191.6406767,-0.105077338,0.005890407,-0.05832866,0.992728726,0.183066972,0.039080854,8.004398733,55.4329184,-5.7007759,90,0,3.606654697,-16.92258807,145.448766,-0.654956756,-1.664567663,11.57386129,,1540,164.784362,155.258766
1.55,1.689341812,-5.664200984,166.7080319,4.491380448,-15.62398608,193.0929995,-0.144995816,0.00328752,-0.057644217,0.98774048,0.17518079,0.022968239,8.120194197,55.432917,-5.70077519,90,0,3.41987652,-16.48191353,145.0063432,-0.919767311,-1.549064632,11.586197,,1550,166.7080319,154.8163432
1.56,1.734423759,-5.821258438,168.6462083,4.524703177,-15.78683114,194.5420627,-0.185251007,0.000728895,-0.056900743,0.981036675,0.164740054,0.008238235,8.236130363,55.43291558,-5.700774475,90,0,3.239883932,-16.05880137,144.5215845,-1.164969404,-1.387927439,11.5948844,,1560,168.6462083,154.3315845
1.57,1.779830183,-5.979924192,170.5988565,4.556286219,-15.94565095,195.9870112,-0.225764148,-0.001785176,-0.056105448,0.972557886,0.151981395,-0.004659061,8.352153161,55.43291416,-5.700773756,90,0,3.078091231,-15.70734559,144.4527769,-1.382266127,-1.183919915,11.60876478,,1570,170.5988565,154.2627769
1.58,1.82554428,-6.140159997,172.5659423,4.586268535,-16.1009274,197.4297718,-0.26645097,-0.004255554,-0.055265084,0.962247853,0.137219684,-0.015316599,8.468279405,55.43291272,-5.70077303,90,0,2.919285949,-15.34846096,144.0609316,-1.56390755,-0.941309111,11.61560291,,1580,172.5659423,153.8709316
1.59,1.871550572,-6.301931766,174.5474418,4.614737436,-16.25287331,198.8696205,-0.307221251,-0.006684365,-0.05438576,0.950053761,0.120850817,-0.023380015,8.584449351,55.43291126,-5.7007723,90,0,2.777480827,-15.05187623,143.9652785,-1.702664969,-0.665981892,11.6176617,,1590,174.5474418,153.7752785
