Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3
46,124.5058928948717,-172.65713366261195,626.8023210215372,11.58918783062982,21.791826917637522,-27.240356852456255,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43141344900354,-5.698826375861201,90,181,-0.18855208052508768,-0.021000358822821114,0.03223362540515539,7.464461671134176e-29,-9.401973567789451e-29,7.31658525932931e-39
47,136.00074757687213,-150.8775286110483,599.5781180119571,11.400459921425586,21.765757566447164,-27.208018156784888,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.4316095401397,-5.698643935538909,90,181,-0.1888890805313843,-0.03081926022548899,0.032422674114676656,3.6108134892834856e-30,-4.548053761967089e-30,3.5392806492721694e-40
48,147.30672154858053,-129.12856699269284,572.3863271611339,11.211452385597214,21.73079773852485,-27.17554876687261,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43180534266653,-5.6984646152882155,90,181,-0.18908464267499558,-0.03871246839469408,0.03249721049213706,-1.6653110561928862e-30,2.097567275751588e-30,-1.6323200336143815e-40
49,158.4235039033771,-107.41870729101156,545.2270406635222,11.021983086297091,21.687336720695175,-27.14301393570934,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43200080958892,-5.698288131641283,90,181,-0.19014464037979367,-0.04931604536320941,0.032594417008336526,-1.0927278603061844e-31,1.376361606774093e-31,-1.0710801270629192e-41
50,169.34998914628193,-85.75883449377424,518.1003572885894,10.830681631849371,21.630357925653424,-27.110330742374114,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43219581179657,-5.698114770630069,90,181,-0.19246856690504244,-0.06457404158648428,0.0327632997933159,2.3420322081686325e-32,-2.9499414540857646e-32,2.2956348476443335e-42
51,180.08407190610112,-64.16324579229735,491.0064169940753,10.637292200934256,21.559540224642337,-27.077538766346354,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.432390239501316,-5.697944424513875,90,181,-0.1942716963740772,-0.07682470497516256,0.032809709794043136,2.8709993067557487e-33,-3.616209819878138e-33,2.814122723489325e-43
52,190.6239153539569,-42.64430102056032,463.94527395679535,10.442286577714205,21.47760203883548,-27.044744174665897,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.432583945403074,-5.697777293937826,90,181,-0.19571161574515492,-0.08689451619147734,0.03276390275066354,-8.866090679756108e-34,1.1167416204044286e-33,-8.690446978412032e-44
53,200.9680847283059,-21.212024857441214,436.91689199784713,10.245987874788558,21.38650845534625,-27.01201427227632,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.432776924108886,-5.6976130493841985,90,181,-0.19687603908493986,-0.0952167672854397,0.03270915656647084,1.3076623902416544e-34,-1.6470855863844644e-34,1.2817566477191992e-44
54,211.11544124907473,0.1253600459516484,409.92118308091926,10.048674989202938,21.28791271325252,-26.97939908548487,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43296906923408,-5.6974518671515,90,181,-0.19774449290042612,-0.10192252483915162,0.0325143811107491,-7.713666548578009e-36,9.715863272622693e-36,-7.560853206997726e-46
55,221.06516709423602,21.36173917019315,382.9580346270612,9.850475709591922,21.182838091590355,-26.946920033615523,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43316007681574,-5.697294583753625,90,181,-0.1989340636326294,-0.10867666333565268,0.03340874023623893,3.006783468776562e-35,-3.7872387779583944e-35,2.947216902555675e-45
56,230.81643218003842,42.49060140759549,356.0272694678003,9.65190493375793,21.073373666384732,-26.91463827557295,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.433350264936934,-5.697139901731218,90,181,-0.1976135857560417,-0.10865535606813707,0.029050633001123247,-1.1727323116457027e-35,1.4771324017677203e-35,-1.14949963206421e-45
57,240.36758839295305,63.504185187292855,329.1288081218902,9.450556961776872,20.95377333694887,-26.88232126276438,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.433539666549194,-5.69698766778294,90,181,-0.20391698883180587,-0.12745397840657702,0.03500077663126254,7.545961038987259e-37,-9.504627307081788e-37,7.396470065461343e-47
58,249.7130619104939,84.38547566106327,302.26296874858645,9.238680236876883,20.804060443121788,-26.84924663128049,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43372770044375,-5.696839253000022,90,181,-0.21943552449017198,-0.1708487257902614,0.03152161949651134,-8.812859866087536e-39,1.1100368542048728e-38,-8.638270705856681e-49
59,258.8394747758968,105.09710249509742,275.43070823135946,9.012737839605203,20.61527186932631,-26.815307250101288,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43391411490771,-5.69669452116726,90,181,-0.22139644945714726,-0.19404542824493676,-0.17818613198944433,-9.72575161125455e-39,1.225021489888727e-38,-9.533077401948962e-49
60,267.73413242469707,125.60370686588186,248.632798052846,8.775498015319661,20.394858741307374,-26.78211336159447,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43409872115404,-5.696553376489407,90,181,-0.11577275338406837,-0.09438503871644491,-2.4832355355550253,-1.2043846534530109e-39,1.517000579024465e-39,-1.1805249179714552e-49
61,276.3867879161842,145.8772304646059,221.86963571620262,8.527917374731722,20.147136430467462,-26.72914383012545,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43428104256231,-5.696416392801715,90,181,-1.6286391135058773,-1.7836595284115913,27.454064067849647,4.432653840912414e-40,-5.58321498368504e-40,4.344839746119489e-50
62,284.78870739577974,165.89288102849514,195.14199873327146,8.20986158899791,19.808485181316335,-25.42386913265197,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43446146768082,-5.6962826554993775,90,181,-106.78002068389304,-118.22131216150946,2119.6252109672982,2.8854339848346987e-43,-3.634391233051265e-43,2.828271440102611e-53
63,292.84260544207945,185.53062345820155,170.2662454382828,7.269983923037927,18.769149984719427,-11.807521059467248,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43463834846836,-5.696154699769209,90,181,-1.8447499234672284,-2.0544366748616683,32.253549693659885,5.088081035539491e-58,-6.408768041760795e-58,4.987282451574944e-68
64,299.75600717371424,203.90010270071207,163.75842130888978,6.752545173540451,18.18719763508824,-4.791565043561842,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43480373419345,-5.696044968102074,90,181,-0.173108027523921,-0.19935095855451576,0.9782479924319297,2.258406396141064e-67,-2.8446093204493117e-67,2.2136657237426812e-77
